ACQ_DATE,ACQ_YEAR,BPL_ID,CALC_AC,CL_UNIQUEI,CONS1_TYPE,CONS2_TYPE,DEPT_ID,DESIGNATIO,ECO_RESERV,EDITOR,FMPROCSS,FMUPDDAT,GAP_STATUS,name,HOLD1_TYPE,HOLD2_NAME,HOLD2_TYPE,IFW_ID,IUCN_STATU,LMF_ID,NOTE_,PARCEL_NAM,PROJECT,PUB_ACCESS,PURPOSE1,PURPOSE2,REVIEW,RPT_AC,geometry,homepage,founded,acres_owned,acres_under_easement,num_staff,membership
,2005,,5.47444212,5021,Fee,,2169,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,2,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Bill's Island,Bill's Island,Contact landowner for additional information,,,,0,"POLYGON ((529842.375 4883861, 529852.75 4883847, 529857.125 4883834, 529857.75 4883819.5, 529854.125 4883806, 529846.875 4883793, 529831.0625 4883781.5, 529817.6875 4883779, 529799.4375 4883770, 529781.1875 4883764.5, 529767.1875 4883749.5, 529760.5 4883746.5, 529743.4375 4883747.5, 529722.6875 4883753.5, 529718.9375 4883768.5, 529711.625 4883776, 529685.375 4883784, 529662.125 4883814, 529636.375 4883839.5, 529635.75 4883853.5, 529639.375 4883863, 529652.75 4883873, 529669.75 4883878.5, 529686.8125 4883880.5, 529701.4375 4883887.5, 529727.625 4883891.5, 529763.625 4883891, 529789.8125 4883885.5, 529827.6875 4883870.5, 529842.375 4883861))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2011,,51.87355751,7736,Easement,,2627,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,3,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Birch Island - Duck Cove,Birch Island- Duck Cove,No public access,,,,0,"POLYGON ((419308.7571 4851957.079399999, 419301.0909000002 4851948.7226, 419295.2849000003 4851943.7488, 419288.9112 4851936.936699999, 419282.5438999999 4851928.5056, 419274.8161000004 4851920.081800001, 419271.0173000004 4851915.1273, 419263.1816999996 4851907.670399999, 419256.3790999996 4851903.2368, 419249.9809999997 4851899.9213, 419242.1953999996 4851894.278999999, 419236.6471999995 4851889.3159, 419232.7812000001 4851882.933900001, 419230.3159999996 4851875.6394, 419222.2160999998 4851868.3005, 419216.8631999996 4851866.259400001, 419210.9806000004 4851865.944700001, 419203.2433000002 4851863.6087, 419197.4356000004 4851860.124199999, 419191.5559 4851853.850299999, 419185.8676000005 4851847.65, 419179.8640999999 4851842.7313, 419172.1174999997 4851836.185000001, 419167.2498000003 4851830.473099999, 419159.9310999997 4851823.0362, 419155.4006000003 4851817.014799999, 419147.4463999998 4851809.2929, 419141.9314999999 4851805.042300001, 419137.3722000001 4851801.1569, 419125.9989999998 4851791.605900001, 419117.6961000003 4851782.9616, 419111.1534000002 4851775.5591, 419102.7873999998 4851769.827400001, 419095.5160999997 4851767.186000001, 419090.6346000005 4851766.202500001, 419083.898 4851763.1953, 419078.2248999998 4851759.586300001, 419068.7503000004 4851754.0023, 419063.4763000002 4851751.641100001, 419055.8009000001 4851746.3913, 419050.5855 4851738.2678, 419051.8651999999 4851731.2609, 419053.4197000004 4851726.855900001, 419053.2023 4851722.9604, 419048.0025000004 4851717.426899999, 419042.1730000004 4851709.9893, 419038.6419000002 4851707.7666, 419032.4858999997 4851701.8693, 419028.0020000003 4851698.471999999, 419025.6738 4851691.7326, 419022.6719000004 4851687.783500001, 419016.4144000001 4851681.233999999, 419008.1172000002 4851670.9695, 419001.3488999996 4851662.7785, 418993.4270000001 4851655.769200001, 418987.4881999996 4851653.7686, 418983.8827999998 4851653.226600001, 418978.9846999999 4851651.139799999, 418974.0137 4851647.7542, 418965.9167999998 4851641.774599999, 418959.7274000002 4851633.6731, 418956.5798000004 4851628.6154, 418953.6084000003 4851619.5484, 418952.2604 4851614.827199999, 418951.5835999995 4851606.6349, 418952.5301999999 4851602.7884, 418951.8569 4851598.9374, 418953.4397 4851593.8857, 418956.7649999997 4851591.954399999, 418959.3709000004 4851588.6952, 418960.9316999996 4851582.6712, 418961.6210000003 4851575.8333, 418962.1568 4851572.4867, 418959.6601999998 4851570.307700001, 418955.0610999996 4851565.837099999, 418950.7888000002 4851559.823899999, 418942.4675000003 4851551.5668, 418937.9129999997 4851547.5503, 418932.1770000001 4851543.873, 418923.9331 4851538.2753, 418918.1922000004 4851533.237500001, 418913.3896000003 4851530.441099999, 418910.4714000002 4851527.531300001, 418903.5603 4851522.573100001, 418900.2539999997 4851519.6461, 418891.4425999997 4851512.210000001, 418887.7984999996 4851509.593699999, 418884.0187999997 4851508.5899, 418879.2783000004 4851504.372500001, 418873.3794999998 4851499.975, 418868.5042000003 4851495.879699999, 418861.7006999999 4851488.464199999, 418857.2424999997 4851482.2488, 418854.0034999996 4851479.2601, 418849.2459000004 4851475.4298, 418844.0492000002 4851472.747300001, 418838.3640000001 4851467.905200001, 418831.9757000003 4851462.839600001, 418826.6785000004 4851458.0134, 418821.4425999997 4851454.7457, 418814.8400999997 4851450.1248, 418808.1701999996 4851445.5644, 418805.4089000002 4851443.5034, 418799.7899000002 4851441.580399999, 418795.2951999996 4851440.6117, 418789.2602000004 4851437.8279, 418781.8649000004 4851432.070599999, 418775.4479999999 4851427.651799999, 418769.0977999996 4851424.660599999, 418762.2302000001 4851421.6469, 418756.1997999996 4851420.2248, 418751.3958999999 4851418.9188, 418743.9824000001 4851416.5307, 418739.0893000001 4851412.8237, 418734.6584999999 4851407.4508, 418730.2665999997 4851402.6642, 418726.8178000003 4851402.971100001, 418724.7522 4851405.7346, 418724.9250999996 4851409.176000001, 418725.9754999997 4851413.3026, 418728.4769000001 4851418.333699999, 418733.858 4851425.6895, 418737.0745000001 4851429.1963, 418742.2874999996 4851434.4713, 418746.1338999998 4851438.392999999, 418748.3366999999 4851444.317600001, 418754.4888000004 4851450.345899999, 418758.0537 4851454.774, 418759.1654000003 4851460.459100001, 418757.7345000003 4851464.9981, 418756.5619999999 4851471.0392, 418754.9855000004 4851474.470799999, 418753.5098999999 4851478.555600001, 418749.9812000003 4851482.1635, 418746.5372000001 4851485.3214, 418742.6090000002 4851489.171800001, 418737.7352999998 4851493.889, 418729.233 4851498.5824, 418723.3366 4851500.0166, 418717.0130000003 4851500.8486, 418711.4216 4851499.769200001, 418707.3213 4851497.1974, 418703.3728999998 4851495.6043, 418698.8849999998 4851491.5262, 418691.8726000004 4851484.4255, 418687.1486999998 4851479.818600001, 418682.2111999998 4851474.165899999, 418676.9205 4851466.2303, 418674.5756000001 4851463.5385, 418663.7040999997 4851454.265000001, 418655.9370999997 4851448.103399999, 418648.8179000001 4851438.9877, 418642.7381999996 4851434.259400001, 418638.2200999996 4851435.2981, 418633.2297 4851435.280300001, 418627.5039999997 4851431.3434, 418620.0805000002 4851423.2521, 418611.3688000003 4851414.976600001, 418603.4380000001 4851409.585200001, 418597.0365000004 4851406.2685, 418589.2471000003 4851399.1335, 418581.0018999996 4851390.5527, 418570.3097999999 4851381.6099, 418561.5358999996 4851373.2663, 418551.8457000004 4851362.1631, 418541.6489000004 4851350.777799999, 418535.4221999999 4851346.4301, 418531.5009000003 4851345.6807, 418520.6837999998 4851338.0932, 418513.8432999998 4851334.431500001, 418508.3075000001 4851332.058499999, 418502.2313000001 4851331.670399999, 418496.6052000001 4851329.876, 418491.0872 4851325.6231, 418485.6694 4851323.513900001, 418480.4099000003 4851319.2729, 418476.4658000004 4851319.0404, 418473.8487 4851321.067600001, 418473.6838999996 4851326.308900001, 418475.3088999996 4851329.1644, 418479.2119000005 4851334.774499999, 418482.9800000004 4851340.507999999, 418484.3059 4851345.748500001, 418484.7938000001 4851350.887700001, 418486.3956000004 4851355.751700001, 418488.5488 4851361.3508, 418489.7390999999 4851368.2062, 418488.7757000001 4851372.442199999, 418487.7339000003 4851375.5079, 418486.7704999996 4851378.2534, 418487.0532999998 4851382.898600001, 418490.2493000003 4851390.5846, 418494.1805999996 4851395.546700001, 418495.0453000003 4851400.9616, 418496.2252000002 4851405.094699999, 418501.3667000001 4851409.070800001, 418506.2539999997 4851414.398, 418509.5034999996 4851421.599300001, 418508.8212000001 4851426.819399999, 418510.2647000002 4851433.4165, 418510.3198999995 4851436.991699999, 418508.8805999998 4851442.956800001, 418507.1272 4851445.879000001, 418503.9764 4851447.5781, 418499.2643999998 4851446.264799999, 418493.2427000003 4851440.6072, 418485.7167999996 4851433.3542, 418481.9369999999 4851430.861199999, 418478.2752 4851427.1417, 418471.9982000003 4851420.9782, 418464.7023 4851415.873, 418461.7423999999 4851416.847999999, 418457.9495000001 4851419.0847, 418453.8301999997 4851421.3718, 418448.8847000003 4851420.319499999, 418445.3004999999 4851420.751, 418439.5003000004 4851418.4948, 418433.4468999999 4851416.099400001, 418423.5966999996 4851410.1077, 418416.9983000001 4851405.356899999, 418413.8021 4851405.804300001, 418407.6528000003 4851404.1173, 418403.0964000002 4851400.0997, 418398.1875 4851398.9517, 418396.7593999999 4851404.1721, 418391.0878999997 4851403.412799999, 418386.9524999997 4851403.1075, 418386.9513999997 4851406.8334, 418387.8280999996 4851409.754799999, 418386.7692999998 4851413.208900001, 418389.6825000001 4851417.7389, 418390.3284 4851421.492699999, 418385.7304999996 4851423.597899999, 418384.4155999999 4851427.7215, 418386.5771000003 4851433.872199999, 418385.2538000001 4851437.4454, 418386.6535999998 4851441.004000001, 418389.3921999997 4851446.563899999, 418390.3413000004 4851451.5288, 418394.2725 4851457.9813, 418400.2011000002 4851463.2224, 418408.5384 4851468.2426, 418416.5313999997 4851475.191400001, 418424.3668 4851482.7817, 418432.8701999998 4851494.3528, 418441.3912000004 4851504.0463, 418446.9587000003 4851511.6043, 418452.8357999995 4851519.500700001, 418451.7646000003 4851526.194, 418445.9408999998 4851527.436699999, 418443.4760999996 4851528.952299999, 418446.7937000003 4851534.600500001, 418451.7999999998 4851538.701099999, 418457.2106999997 4851543.9197, 418461.6204000004 4851548.3192, 418464.3075999999 4851555.0428, 418469.7907999996 4851561.5603, 418475.7235000003 4851571.1427, 418478.1127000004 4851577.2706, 418482.2632999998 4851581.658199999, 418486.0994999995 4851584.347999999, 418492.5898000002 4851591.5573, 418499.9515000004 4851599.5792, 418508.6869999999 4851605.8473, 418514.0082999999 4851608.664999999, 418523.4852999998 4851617.230799999, 418530.2227999996 4851624.7092, 418539.8395999996 4851634.5123, 418551.2791999998 4851645.6229, 418559.8825000003 4851657.845000001, 418568.5475000003 4851670.1339, 418575.5696 4851676.864600001, 418624.8232000005 4851625.294600001, 418658.8971999995 4851589.6183, 419131.6278999997 4852097.214199999, 419198.3269999996 4852052.133199999, 419311.1354999999 4851976.243899999, 419313.1864999998 4851964.963, 419308.7571 4851957.079399999))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2014,,24.0655005,7759,Easement,,,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,,3,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest 1,Birch Island - Duck Cove II,Birch Island - Duck Cove II,Contact landowner for additional information: Do not promote/publish without permission,,,,0,"POLYGON ((419131.6278999997 4852097.214199999, 418658.8971999995 4851589.6183, 418624.8232000005 4851625.294600001, 418575.5696 4851676.864600001, 418578.1667999998 4851678.0822, 418583.3437999999 4851684.5, 418604.4687999999 4851722.5, 418607.4781999998 4851735.3895, 418614.625 4851766, 418636.5094999997 4851801.758300001, 418638.1875 4851804.5, 418659.7812999999 4851832, 418671.8411999997 4851842.697699999, 418720.0937999999 4851885.5, 418762.625 4851929.5, 418774.9687999999 4851946.5, 418796.5625 4851969.5, 418801.3671000004 4851972.4779, 418839.6582000004 4851996.2107, 418861.3481999999 4852016.9914, 418863.3096000003 4852020.0055, 418865.8058000002 4852021.966800001, 418867.7670999998 4852024.284600001, 418871.8930000002 4852027.172499999, 418937.6001000004 4852059.014, 418941.0367999999 4852059.5231, 418946.3778999997 4852063.219799999, 418953.0625 4852067.5, 418961.6875 4852078.5, 418964.875 4852092.5, 418978.625 4852127.5, 418990.9375 4852139, 418995.3125 4852147.5, 418997.8947000001 4852182.032, 419002.4329000004 4852179.771600001, 419131.6278999997 4852097.214199999))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2014,,10.33831747,7755,Fee,,,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,,2,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest 1,Birch Point Pathman,Birch Point Pathman,Contact landowner for additional information: Do not promote/publish without permission,,,,0,"POLYGON ((651732.0362 4976842.841700001, 651667.0667000003 4977078.068700001, 651664.2580000004 4977087.2161, 651849.2959000003 4977132.6314, 651858.2267000005 4977134.8138, 651929.8779999996 4977152.3225, 651938.7763 4977154.7325, 651938.5855 4977139.2783, 651931.5155999996 4977104.7467, 651926.5147000002 4977087.051200001, 651921.7504000003 4977073.646600001, 651886.2232999997 4977028.8993, 651732.0362 4976842.841700001))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2014,,26.50535889,7791,Fee,,,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,,2,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest 1,Birch Point Pathman,Birch Point Pathman,Contact landowner for additional information: Do not promote/publish without permission,,,,0,"POLYGON ((652073.5236999998 4977013.877900001, 652091.5005000001 4977005.0002, 652098.8124000002 4977005.0002, 652103.9375 4976995.9999, 652099.25 4976987.9999, 652099.4999000002 4976974.0001, 652106.125 4976950.9999, 652109.9375999998 4976946.9999, 652123.1251999997 4976955, 652134.7501999997 4976950, 652142.5 4976931.0001, 652137.9376999997 4976893.0001, 652167.9999000002 4976851.0001, 652184.1250999998 4976815, 652187.6249000002 4976793.0001, 652184.4376999997 4976773.0001, 652168.2501999997 4976738.0001, 652152.1251999997 4976720.0001, 652133.5000999998 4976709.0002, 652118.75 4976713.9999, 652093.3124000002 4976734.9999, 652080.4375 4976740.9999, 652050.125 4976734.9999, 652027.4999000002 4976736.0001, 651993.4375 4976707.9999, 651955.6173999999 4976700.5089, 651952.2732999995 4976713.369200001, 651936.5157000003 4976727.1088, 651930.6288999999 4976727.5013, 651925.9765999997 4976727.8114, 651917.9604000002 4976732.912599999, 651899.7416000003 4976737.2851, 651880.0653999997 4976743.1151, 651863.3042000001 4976751.1313, 651837.0691999998 4976771.5363, 651831.9680000003 4976785.3826, 651769.4119999995 4976814.174900001, 651751.8964 4976823.061799999, 651738.9934 4976827.0305, 651776.3497000001 4976873.0835, 651915.1180999996 4977037.777000001, 651931.9078000002 4977063.3431, 651938.3947000001 4977079.942, 651942.9551999997 4977102.1746, 651945.3923000004 4977114.0551, 651949.0789999999 4977132.028200001, 651951.1777999997 4977148.4363, 651950.6053999998 4977156.6404, 651988.9386999998 4977165.183, 651989.6176000005 4977148.355799999, 651990.0851999996 4977136.768300001, 651996.2762000002 4977121.1668, 651998.7220000001 4977116.349400001, 652004.4484000001 4977105.0701, 652007.2792999996 4977096.577500001, 652008.6583000002 4977092.440400001, 652010.6393999998 4977083.7729, 652015.3727000002 4977071.5996, 652017.0718999999 4977067.6555, 652020.0498000002 4977060.9899, 652029.9555000002 4977054.3035, 652049.7668000003 4977046.626599999, 652059.9375 4977029, 652069.4534 4977018.408500001, 652073.5236999998 4977013.877900001))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2013,,27.14611371,7739,Fee,,,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,2/19/14,2,Maine Coast Heritage Trust,Private,,,,,,,Birch Point Rinaldi,Birch Point Rinaldi,Contact landowner for additional information,,,,0,"POLYGON ((651664.2580000004 4977087.2161, 651667.0667000003 4977078.068700001, 651732.0362 4976842.841700001, 651733.7052999996 4976836.7983, 651560.7631999999 4976621.340600001, 651367.4206999997 4977009.706800001, 651351.5086000003 4977060.794, 651652.5976 4977133.2612, 651664.2580000004 4977087.2161))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2013,,32.4811032,7740,Fee,,,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,2/19/14,2,Maine Coast Heritage Trust,Private,,,,,,,Birch Point Rinaldi,Birch Point Rinaldi,Contact landowner for additional information,,,,0,"POLYGON ((651883.75 4976473, 651900.75 4976419.9999, 651922.4999000002 4976396.9999, 651943.9999000002 4976390.9999, 652001.9374000002 4976412.0001, 652017.2499000002 4976411, 652031.9375 4976408.0001, 652075.75 4976380.9999, 652092.3125999998 4976375.0001, 652105.4374000002 4976363.0001, 652108 4976349.9999, 652138.7500999998 4976314.9999, 652147.8124000002 4976289.5001, 652157.8125 4976278.999700001, 652160.7499000002 4976256.9999, 652155.2499000002 4976254.9999, 652141.9374000002 4976278.999700001, 652134.1248000003 4976275.9999, 652126.9999000002 4976267, 652122 4976269, 652116.9999000002 4976278.999700001, 652108.4375999998 4976283.000299999, 652101.7500999998 4976279.9999, 652098.2500999998 4976274.0001, 652055.5 4976275.9999, 652022.4375 4976263, 652007.9374000002 4976281.9999, 651998.6250999998 4976289.9999, 651983.2500999998 4976297.0001, 651969.7498000003 4976300, 651953.4374000002 4976295.9999, 651937.2499000002 4976287.000299999, 651922.4999000002 4976287.000299999, 651911.5 4976291.9999, 651880.6249000002 4976310.9999, 651871.2499000002 4976322, 651870.2500999998 4976338.0001, 651878.2500999998 4976363.9999, 651878.5 4976377.0001, 651868.1250999998 4976405, 651857 4976412.0001, 651767.4375 4976445.0001, 651654.2944999998 4976426.5997, 651565.3366999999 4976608.3299, 651722.6119999997 4976809.023, 651738.9934 4976827.0305, 651751.8964 4976823.061799999, 651769.4119999995 4976814.174900001, 651831.9680000003 4976785.3826, 651837.0691999998 4976771.5363, 651863.3042000001 4976751.1313, 651880.0653999997 4976743.1151, 651899.7416000003 4976737.2851, 651917.9604000002 4976732.912599999, 651925.9765999997 4976727.8114, 651930.6288999999 4976727.5013, 651936.5157000003 4976727.1088, 651952.2732999995 4976713.369200001, 651955.6173999999 4976700.5089, 651947.9999000002 4976699, 651913.4375 4976613, 651910.6250999998 4976602, 651914.75 4976583.0001, 651895.7500999998 4976561.9999, 651886.4378000004 4976538.0001, 651883.75 4976473))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2002,,13.78811822,4965,Fee,,1905,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,2,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Black Island,Black Island,Contact landowner for additional information,,,,0,"POLYGON ((547626.4375 4914628, 547627.5625 4914649, 547632.875 4914674, 547634.3569 4914700.2368, 547636.6875 4914741.5, 547639.6875 4914744, 547657.4375 4914734.5, 547682.2187000001 4914698.176200001, 547697 4914656.5, 547726.5 4914621, 547743.1892999997 4914581.871099999, 547758.0625 4914547, 547772.5732000005 4914522.2743, 547779.8125 4914495, 547781.0050999997 4914471.466600001, 547782.625 4914439.5, 547787.75 4914398.5, 547784.7379999999 4914380.841800001, 547779.5625 4914350.5, 547773.5455 4914329.537599999, 547766.8162000002 4914306.0933, 547760.3471999997 4914277.0099, 547756.4375 4914256.5, 547749.25 4914238, 547743.1750999996 4914231.0261, 547735.3125 4914222, 547719.8289000001 4914214.7577, 547704.3125 4914207.5, 547690.9375 4914204.5, 547675.0625 4914205.5, 547663.4375 4914212.5, 547647.8547 4914230.9243, 547635.1019000001 4914246.002499999, 547621.625 4914270, 547614.5382000003 4914292.6778, 547610.4501 4914318.116, 547609.5 4914342.5, 547614.9375 4914357.5, 547630.0986000001 4914375.3463, 547648.5820000004 4914393.140699999, 547666.375 4914407.5, 547679.0625 4914429.5, 547685.5625 4914451.5, 547684.0812999997 4914479.015699999, 547679.125 4914501, 547670.1917000003 4914520.3873, 547660.1232000003 4914537.281500001, 547653.25 4914547.5, 547626.4375 4914628))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2006,,15.4446086,5189,Easement,,2043,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,3,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Black Island,Black Island,Contact landowner for additional information,,,,0,"POLYGON ((470141.5132999998 4863949.883400001, 470167.2456999999 4863941.1099, 470180.625 4863940.5, 470185.0625 4863931.5, 470185.4062999999 4863914.5, 470183.5937999999 4863881.5, 470178.5625 4863859, 470181.2812999999 4863843.5, 470177.9375 4863829, 470157.6562999999 4863805.5, 470147.7812999999 4863782, 470129.1875 4863766, 470114.375 4863744, 470082.5625 4863689.5, 470058.625 4863635, 470049.6875 4863624.5, 470040.0625 4863619, 469974.7187999999 4863596.5, 469966.4062999999 4863584.5, 469961.8437999999 4863569.5, 469955.8437999999 4863563.5, 469949.7187999999 4863566.5, 469937.5 4863579, 469937.5312999999 4863583.5, 469931.3437999999 4863592, 469925.4687999999 4863593, 469917.5625 4863595.5, 469909.7187999999 4863602, 469908.5937999999 4863610.5, 469906.2187999999 4863617, 469903.8125 4863621, 469905.1562999999 4863631, 469902.75 4863635.5, 469897.9687999999 4863643, 469892.5312999999 4863649, 469885.9062999999 4863656.5, 469884.1875 4863664, 469884.9062999999 4863676.5, 469888.0625 4863686, 469890.5625 4863693, 469892.4687999999 4863700.5, 469898 4863705, 469903.5312999999 4863711, 469900.5625 4863717.5, 469898.8125 4863724.5, 469900.6875 4863730.5, 469906.8125 4863734.5, 469912.9375 4863737.5, 469921.5312999999 4863742, 469922.1562999999 4863745.5, 469920.4062999999 4863753.5, 469919.875 4863761, 469921.7812999999 4863766.5, 469926.0625 4863769.5, 469932.1875 4863773.5, 469938.4375 4863780.5, 469966.4687999999 4863803, 469995.6562999999 4863837, 470000.7187999999 4863858, 469996.2812999999 4863867, 469984 4863872.5, 469982.5937999999 4863881, 469988.0312999999 4863883.5, 469993.3125 4863893.5, 469996.625 4863912.5, 470002.5937999999 4863918, 470009.2812999999 4863919.5, 470035.0937999999 4863908, 470048.5312999999 4863905.5, 470058.2187999999 4863908.5, 470067.1875 4863917.5, 470069.4062999999 4863928.5, 470074.75 4863935.5, 470085.0625 4863938, 470092.6562999999 4863954, 470099.25 4863959, 470107.9062999999 4863953.5, 470110.4375 4863949, 470119.5312999999 4863951, 470141.5132999998 4863949.883400001))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2015,,15.44551777,10937,Fee,,,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,5/20/16,,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest 1,Black Island,Black Island,,,,,0,"POLYGON ((470142.7763999999 4863949.266799999, 470167.2456999999 4863941.1099, 470180.625 4863940.5, 470185.0625 4863931.5, 470185.4062999999 4863914.5, 470183.5937999999 4863881.5, 470178.5625 4863859, 470181.2812999999 4863843.5, 470177.9375 4863829, 470157.6562999999 4863805.5, 470147.7812999999 4863782, 470129.1875 4863766, 470114.375 4863744, 470082.5625 4863689.5, 470058.625 4863635, 470049.6875 4863624.5, 470040.0625 4863619, 469974.7187999999 4863596.5, 469966.4062999999 4863584.5, 469961.8437999999 4863569.5, 469955.8437999999 4863563.5, 469949.7187999999 4863566.5, 469937.5 4863579, 469937.5312999999 4863583.5, 469931.3437999999 4863592, 469925.4687999999 4863593, 469917.5625 4863595.5, 469909.7187999999 4863602, 469908.5937999999 4863610.5, 469906.2187999999 4863617, 469903.8125 4863621, 469905.1562999999 4863631, 469902.75 4863635.5, 469897.9687999999 4863643, 469892.5312999999 4863649, 469885.9062999999 4863656.5, 469884.1875 4863664, 469884.9062999999 4863676.5, 469888.0625 4863686, 469890.5625 4863693, 469892.4687999999 4863700.5, 469898 4863705, 469903.5312999999 4863711, 469900.5625 4863717.5, 469898.8125 4863724.5, 469900.6875 4863730.5, 469906.8125 4863734.5, 469912.9375 4863737.5, 469921.5312999999 4863742, 469922.1562999999 4863745.5, 469920.4062999999 4863753.5, 469919.875 4863761, 469921.7812999999 4863766.5, 469926.0625 4863769.5, 469932.1875 4863773.5, 469938.4375 4863780.5, 469966.4687999999 4863803, 469995.6562999999 4863837, 470000.7187999999 4863858, 469996.2812999999 4863867, 469984 4863872.5, 469982.5937999999 4863881, 469988.0312999999 4863883.5, 469993.3125 4863893.5, 469996.625 4863912.5, 470002.5937999999 4863918, 470009.2812999999 4863919.5, 470035.0937999999 4863908, 470048.5312999999 4863905.5, 470058.2187999999 4863908.5, 470067.1875 4863917.5, 470069.4062999999 4863928.5, 470074.75 4863935.5, 470085.0625 4863938, 470092.6562999999 4863954, 470099.25 4863959, 470107.9062999999 4863953.5, 470110.4375 4863949, 470119.5312999999 4863951, 470140.25 4863950.5, 470142.7763999999 4863949.266799999))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
