ACQ_DATE,ACQ_YEAR,BPL_ID,CALC_AC,CL_UNIQUEI,CONS1_TYPE,CONS2_TYPE,DEPT_ID,DESIGNATIO,ECO_RESERV,EDITOR,FMPROCSS,FMUPDDAT,GAP_STATUS,name,HOLD1_TYPE,HOLD2_NAME,HOLD2_TYPE,IFW_ID,IUCN_STATU,LMF_ID,NOTE_,PARCEL_NAM,PROJECT,PUB_ACCESS,PURPOSE1,PURPOSE2,REVIEW,RPT_AC,geometry,homepage,founded,acres_owned,acres_under_easement,num_staff,membership
,2005,,5.8751036,5016,Fee,,2178,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,2,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Two Bush Island,Two Bush Island,Contact landowner for additional information,,,,0,"POLYGON ((509431.9062999999 4858290.5, 509418.5 4858282.5, 509400.7812999999 4858252.5, 509392.7812999999 4858244.5, 509391.5937999999 4858236.5, 509402 4858234.5, 509403.7812999999 4858227.5, 509381.1875 4858215.5, 509370.2812999999 4858222.5, 509365.4062999999 4858222.5, 509350.6875 4858214.5, 509341.5937999999 4858212.5, 509322.0937999999 4858236.5, 509312.9062999999 4858235.5, 509303.1875 4858245.5, 509296.5 4858246.5, 509295.2812999999 4858250.5, 509298.9062999999 4858253.5, 509301.4062999999 4858260.5, 509290.4062999999 4858262.5, 509289.7812999999 4858280.5, 509280.6875 4858284.5, 509286.1875 4858297.5, 509277 4858297.5, 509276.4062999999 4858303.5, 509270.9062999999 4858308.5, 509269.0937999999 4858315.5, 509275.7812999999 4858323.5, 509292.9062999999 4858329.5, 509310.5937999999 4858352.5, 509331.4062999999 4858365.5, 509344.7812999999 4858358.5, 509351.5 4858362.5, 509364.9062999999 4858360.5, 509371 4858354.5, 509394.7812999999 4858347.5, 509401.4062999999 4858343.5, 509416.6875 4858341.5, 509456.9062999999 4858343.5, 509476.4062999999 4858345.5, 509484.4062999999 4858348.5, 509481.4062999999 4858370.5, 509489.9062999999 4858376.5, 509494.1875 4858376.5, 509500.2812999999 4858366.5, 509512.4062999999 4858365.5, 509523.4062999999 4858359.5, 509519.0937999999 4858354.5, 509514.2812999999 4858354.5, 509513 4858351.5, 509524.5937999999 4858345.5, 509525.7812999999 4858337.5, 509530.0937999999 4858332.5, 509530.0937999999 4858321.5, 509533.0937999999 4858320.5, 509539.1875 4858328.5, 509547.1875 4858328.5, 509549.5937999999 4858310.5, 509547.6875 4858285.5, 509540.4062999999 4858272.5, 509536.0937999999 4858270.5, 509530 4858272.5, 509528.1875 4858276.5, 509523.4062999999 4858276.5, 509513.5937999999 4858262.5, 509509.9062999999 4858265.5, 509506.2812999999 4858278.5, 509476.4062999999 4858299.5, 509466 4858301.5, 509435.5 4858293.5, 509431.9062999999 4858290.5))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,,,0.06421082,3293,Fee,,,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,3/18/13,2,Maine Coast Heritage Trust,Private,,,,,,Data provided by Blue Hill Land Trust,Wadsworth Cove,Wadsworth Cove,Contact landowner for additional information,,,,0,"POLYGON ((514958.9846000001 4915833.7042, 514952.1602999996 4915817.130899999, 514937.2553000003 4915826.357799999, 514943.8595000003 4915838.241699999, 514958.9846000001 4915833.7042))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,1983,,80.27952659,5305,Easement,,1163,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,3,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Weir Cove,Weir Cove,Contact landowner for additional information,,,,0,"POLYGON ((517429.1364000002 4908025.578600001, 517509.2863999996 4907747.3728, 517443.1281000003 4907715.660599999, 517411.7466000002 4907698.3708, 517323.6983000003 4907705.6665, 517285.0784999998 4907664.3146, 517271.4289999995 4907649.6994, 517246.3437000001 4907617.418299999, 517218.1602999996 4907610.1226, 517210.5553000001 4907614.427200001, 517188.3639000002 4907627.6841, 517182.3812999995 4907631.210200001, 517175.5853000004 4907647.6006, 517166.8241999997 4907668.112400001, 517154.4977000002 4907696.9716, 517145.0834999997 4907646.200099999, 517137.1546 4907603.6656, 517134.6653000005 4907605.8452, 517127.6135 4907612.1215, 517108.3468000004 4907619.448799999, 517100.6294 4907621.415999999, 517077.3430000003 4907626.1132, 517056.3553999998 4907627.1127, 517044.1276000002 4907623.516000001, 517001.4675000003 4907586.374299999, 516990.3941000002 4907567.447699999, 516936.6256999997 4907587.436000001, 516920.7350000003 4907586.836300001, 516920.1801000005 4907596.561799999, 516923.5756999999 4907616.9366, 516910.0361000001 4907667.455600001, 516904.4742999999 4907706.7137, 516903.8376000002 4907766.7775, 516898.9559000004 4907797.127800001, 516894.0745000001 4907812.4087, 516909.7803999996 4907841.4857, 516900.4417000003 4907874.3827, 516904.8986999998 4907884.5702, 516924.5224000001 4907893.257300001, 516927.6085000001 4907898.365800001, 516925.9104000004 4907911.3123, 516920.6046000002 4907923.41, 516904.0494999997 4907948.0296, 516882.8258999996 4907971.588199999, 516853.9614000004 4907992.812200001, 516821.7010000004 4908021.464400001, 516803.2359999996 4908051.1779, 516793.0487000002 4908072.6143, 516783.1153999995 4908080.6852, 516766.9434000002 4908087.2585, 516757.6045000004 4908094.8993, 516757.8167000003 4908106.5724, 516773.7347999997 4908120.1558, 516780.1309000002 4908134.9278, 517181.3550000004 4908217.3015, 517381.5264999997 4908258.877599999, 517408.2485999996 4908098.2359, 517429.1364000002 4908025.578600001))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,1983,,4.55802348,5463,Easement,,1163,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,3,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Weir Cove,Weir Cove,No public access,,,,0,"POLYGON ((516709.2374999998 4908371.8354, 516727.0482999999 4908338.398700001, 516724.1501000002 4908338.215500001, 516660.4474999998 4908334.5309, 516657.4611999998 4908341.659499999, 516648.9744999995 4908341.659499999, 516640.0414000005 4908332.9944, 516620.9839000003 4908314.740800001, 516609.0580000002 4908307.9069, 516594.6008000001 4908306.9769, 516531.9813000001 4908409.2017, 516563.1306999996 4908444.4421, 516601.9264000002 4908488.3431, 516667.5558000002 4908427.388699999, 516694.0756999999 4908397.295499999, 516709.2374999998 4908371.8354))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2012,,0.22771133,5080,Easement,,2081,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,3,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Weir Cove - West,Weir Cove - West,Contact landowner for additional information,,,,0,"POLYGON ((516833.0625 4907539, 516840.4062999999 4907526.5, 516836.1875 4907510, 516828.9062999999 4907500.5, 516819.125 4907503, 516813.625 4907514.5, 516816.0312999999 4907526.5, 516819.6562999999 4907548, 516822.6562999999 4907560, 516833.0625 4907539))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2012,,30.71860125,5278,Easement,,2081,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,3,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Weir Cove - West,Weir Cove - West,Contact landowner for additional information,,,,0,"POLYGON ((516594.6008000001 4908306.9769, 516567.9376999997 4908305.5002, 516562.4687000001 4908298.5002, 516558.2501999997 4908282.0002, 516557.0937000001 4908252.4999, 516525.5625 4908177.5002, 516514.6251999997 4908168.4999, 516506.6876999997 4908168.9999, 516463.9688999997 4908184.9999, 516455.4687000001 4908179.5002, 516452.4376999997 4908168.9999, 516460.3749000002 4908157.5002, 516481.1563999997 4908139.5002, 516498.2813999997 4908118.0002, 516505.5937000001 4908113.5002, 516511.0938999997 4908112.9999, 516523.8437000001 4908127.0002, 516534.2188999997 4908126.0002, 516543.3749000002 4908114.0002, 516556.2813999997 4908079.9999, 516567.8749000002 4908073.5002, 516589.2187000001 4908071.0002, 516622.1249000002 4908071.0002, 516643.4687000001 4908061.5002, 516652.0626999997 4908047.5002, 516650.2501999997 4908034.5002, 516642.3751999997 4908019.9999, 516627.1563999997 4908008.9999, 516577.8126999997 4907992.9999, 516549.1875 4907976.9999, 516529.0625 4907974.5002, 516505.9063999997 4907982.0002, 516489.4063999997 4907991.9999, 516482.7188999997 4907992.9999, 516478.4687000001 4907983.0002, 516484.5625 4907976.9999, 516522.3751999997 4907971.0002, 516533.9687000001 4907964.9999, 516564.5001999997 4907940.4999, 516573.0625 4907939.9999, 516579.1251999997 4907946.5002, 516585.1875 4907958.5002, 516595.5626999997 4907962.0002, 516643.6875 4907965.5002, 516658.9063999997 4907981.5002, 516697.2814999996 4907991.9999, 516708.8751999997 4907991.0002, 516715.5938999997 4907983.0002, 516719.2813999997 4907971.5002, 516716.9376999997 4907932.4999, 516720.0313999997 4907904.9999, 516731.1251999997 4907855.9999, 516715.3437000001 4907820.9999, 516731.8749000002 4907794.5002, 516763.6563999997 4907759.5002, 516769.1563999997 4907750.0002, 516766.1564999996 4907738.5002, 516767.3749000002 4907728.9999, 516773.5001999997 4907721.5002, 516785.6875 4907715.9999, 516800.9688999997 4907699.5002, 516809.5625 4907678.0002, 516811.4375 4907651.0002, 516808.0626999997 4907549.5002, 516802.7231000001 4907522.0743, 516799.2611999996 4907510.3605, 516776.9707000004 4907523.037900001, 516778.9455000004 4907532.2531, 516780.0782000003 4907537.5392, 516779.5258999998 4907562.945499999, 516767.9272999996 4907590.0089, 516748.5964000002 4907626.4615, 516716.1595000001 4907670.7589, 516708.8298000004 4907686.663899999, 516685.6325000003 4907724.2212, 516660.7784000002 4907749.075300001, 516631.5056999996 4907774.481699999, 516602.7852999996 4907800.4405, 516580.6929000001 4907824.1899, 516472.5795999998 4907951.637399999, 516433.4376999997 4907981.6459, 516379.0743000004 4908029.050899999, 516370.8110999996 4908042.967900001, 516364.2874999996 4908062.538899999, 516340.8022999996 4908130.8193, 516332.1041999999 4908168.2215, 516328.2099000001 4908197.3551, 516329.9297000002 4908203.8839, 516341.6721999999 4908220.8453, 516374.7253 4908249.114499999, 516441.7012 4908313.480900001, 516531.9813000001 4908409.2017, 516594.6008000001 4908306.9769))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,1988,,30.94025985,5127,Easement,,1164,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,3,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Weir Cove II (Undercliff),"Weir Cove 2, Undercliff",Contact landowner for additional information,,,,0,"POLYGON ((517381.5264999997 4908258.877599999, 517181.3550000004 4908217.3015, 516780.1309000002 4908134.9278, 516771.3627000004 4908162.8785, 516755.8683000002 4908195.7575, 516746.0592 4908214.5809, 516725.1836000001 4908228.719000001, 516706.6476999996 4908233.743799999, 516668.7183999997 4908236.0878, 516663.8617000002 4908238.897600001, 516657.1890000002 4908242.920700001, 516655.1518999999 4908245.3577, 516740.9606999997 4908321.570900001, 516732.3798000002 4908332.6818, 516858.8059 4908342.132999999, 517349.2931000004 4908453.2333, 517381.5264999997 4908258.877599999))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,1994,,1.30635083,5464,Easement,,1165,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,3,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Weir Cove III,Weir Cove III,Contact landowner for additional information,,,,0,"POLYGON ((516732.3798000002 4908332.6818, 516740.9606999997 4908321.570900001, 516655.1518999999 4908245.3577, 516641.1721999999 4908264.1351, 516641.1201999998 4908291.5845, 516645.9940999998 4908315.9925, 516660.4474999998 4908334.5309, 516724.1501000002 4908338.215500001, 516727.0482999999 4908338.398700001, 516732.3798000002 4908332.6818))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2000,,4.39226737,5147,Fee,,1839,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,2,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Wescott's Island,Wescott's Island-Bagaduce,Contact landowner for additional information,,,,0,"POLYGON ((522537.5966999996 4917533.6567, 522541.1390000004 4917526.221100001, 522547.4375999998 4917513, 522551.75 4917508.5001, 522584.0927999998 4917505.7984, 522617.5937999999 4917503, 522644.4688999997 4917493.0001, 522656.0625999998 4917484.5001, 522659.6701999996 4917468.546399999, 522661.8701999998 4917456.9242, 522662.8002000004 4917451.574100001, 522664.6703000003 4917432.022, 522665.4375999998 4917424, 522663.5833999999 4917403.431, 522662.7506999997 4917398.057600001, 522661.2836999996 4917389.749299999, 522657.7187999999 4917373.5, 522650.4688999997 4917355, 522637.1250999998 4917340, 522622.5312999999 4917330.5, 522612.1563999997 4917330, 522599.9375999998 4917335.0001, 522593.1875999998 4917346.5001, 522590.0180000002 4917366.2015, 522588.017 4917373.247500001, 522586.8476 4917376.580399999, 522582.6875999998 4917383, 522560.0937999999 4917397.0001, 522549.6562999999 4917415.5, 522538.5625 4917445.5, 522531.75 4917478, 522523.2547000004 4917503.317299999, 522516.7070000004 4917522.8302, 522514.4688999997 4917529.5001, 522522.5076000001 4917532.1975, 522530.0548 4917534.73, 522537.5966999996 4917533.6567))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2014,,4.10228629,7684,Fee,,,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,,2,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest 1,West Gosling Island,West Gosling Island,Contact landowner for additional information: Do not promote/publish without permission,,,,0,"POLYGON ((415866.5625 4848411.5, 415836.1875 4848361, 415815.8125 4848336, 415805.9687999999 4848328, 415768.625 4848316.5, 415763.1875 4848320, 415760.8125 4848328.5, 415761.5312999999 4848340.5, 415765.9375 4848353.5, 415778.3437999999 4848377, 415808.6875 4848423, 415818.7812999999 4848457, 415841.1875 4848506, 415904.5 4848552.5, 415931.4375 4848564.5, 415951.5312999999 4848559, 415951.4375 4848550, 415932.1875 4848513, 415917.1875 4848476, 415896.25 4848453.5, 415866.5625 4848411.5))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2012,,212.8483618,5274,Easement,Easement,2188,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,3,Maine Coast Heritage Trust,Private,US National Park Service,Federal,,,,Data provided by Interest1,West Point,West Point - Amended & Restated CE,No public access,,,,0,"POLYGON ((540904.1001000004 4888706.9804, 540901.5465000002 4888689.1052, 540898.5673000002 4888662.718, 540898.5673000002 4888655.695599999, 540900.4976000004 4888649.0791, 540905.1036999999 4888639.250399999, 540910.3163999999 4888625.6973, 540919.2088000001 4888613.1357, 540937.9352000002 4888609.518100001, 540974.7495999997 4888600.793299999, 541011.9896 4888585.897299999, 541033.6951000001 4888571.2141, 541041.7814999996 4888559.5101, 541041.9943000004 4888548.444499999, 541040.2918999996 4888539.2941, 541038.3766999999 4888530.3565, 541036.0358999996 4888518.8654, 541033.0566999996 4888503.5438, 541029.2263000002 4888486.5198, 541026.0343000004 4888472.687799999, 541023.6935000001 4888454.8126, 541023.2517999997 4888442.8676, 541025.3958999999 4888432.681399999, 541026.6727 4888426.2974, 541036.2390999999 4888403.3815, 541002.8934000004 4888342.7108, 541109.7255999995 4888265.2334, 541170.4173999997 4888355.460899999, 541223.0341999996 4888320.0034, 541208.0668000001 4888295.6051, 541196.165 4888281.4871, 541182.6875 4888265.5, 541156.1875 4888218, 541141.1875 4888183, 541148 4888163.5, 541187.5625 4888084, 541227.375 4887967, 541243.375 4887949, 541267.25 4887933, 541285.625 4887917, 541289.375 4887908.5, 541282.75 4887894, 541282.1875 4887883.5, 541277.4375 4887870.5, 541240.4375 4887843, 541235.625 4887832, 541227.75 4887824.5, 541188.875 4887803, 541165.75 4887802, 541145.5625 4887809, 541088.6875 4887836, 541062.3125 4887855, 541039 4887880.5, 541018.6875 4887911.5, 541012.5625 4887917, 541006.375 4887928, 541009.875 4887947, 541008 4887955, 540990.1875 4887974, 540978.5 4887992.5, 540963.4375 4888052, 540954.5 4888116.5, 540955 4888133.5, 540957.3125 4888147.5, 540979.625 4888187.5, 540987.375 4888210.5, 540986.625 4888231.5, 540977.9375 4888250, 540969.3125 4888261.5, 540941.1875 4888277, 540936.875 4888285.5, 540930.125 4888290, 540913 4888297.5, 540898.875 4888311.5, 540892.0625 4888330, 540890.6560000004 4888340.1689, 540889.7659999998 4888346.398800001, 540904.3768999996 4888396.167199999, 540910.4299999997 4888434.8802, 540909.4697000002 4888472.3083, 540894.1146 4888514.8302, 540874.2505999999 4888530.089400001, 540842.9442999996 4888543.2194, 540789.6634999998 4888555.6467, 540702.7473999998 4888568.6227, 540665.3128000004 4888574.237500001, 540655.1100000003 4888575.7678, 540638.2835999997 4888575.628799999, 540630.7877000002 4888572.314200001, 540630.7829999998 4888567.5823, 540632.1726000002 4888556.5482, 540632.5310000004 4888553.702500001, 540632.9097999996 4888550.765799999, 540633.6553999996 4888544.9846, 540636.5484999996 4888522.551899999, 540629.9265000001 4888508.5288, 540612.4736000001 4888485.912599999, 540602.3230999997 4888473.5198, 540600.1528000003 4888469.3738, 540584.6594000002 4888439.3018, 540582.1672 4888436.3168, 540537.0078999996 4888382.218900001, 540531.1573999999 4888375.2126, 540513.5039999997 4888361.649800001, 540477.0974000003 4888349.217599999, 540469.3827999998 4888348.8529, 540417.2103000004 4888346.395199999, 540409.7813999997 4888341.3916, 540397.7361000003 4888342.896500001, 540360.5762999998 4888347.927300001, 540354.1766999997 4888344.417199999, 540323.3503999999 4888320.701300001, 540319.2337999996 4888315.8982, 540310.1452000001 4888310.361500001, 540305.1783999996 4888306.6523, 540287.8141000001 4888307.741800001, 540249.8980999999 4888315.876, 540227.3792000003 4888324.194800001, 540216.5312999999 4888333.789000001, 540192.8613 4888367.197000001, 540171.8811999997 4888407.9112, 540169.6775000002 4888411.6505, 540112.8820000002 4888459.1412, 540110.2582999999 4888461.0539, 540080.7309999997 4888500.812200001, 540075.3985000001 4888519.017899999, 540077.2202000003 4888533.454600001, 540077.9976000004 4888536.3991, 540090.5284000002 4888552.4791, 540094.9181000004 4888558.5612, 540067.3427999998 4888603.397299999, 540063.1470999997 4888607.4256, 540053.6760999998 4888616.5233, 540028.7149999999 4888617.6724, 540022.5514000002 4888624.016100001, 540020.1431 4888626.4947, 540007.3635 4888639.6478, 539967.9318000004 4888693.258400001, 539955.2901999997 4888694.334799999, 539926.6481999997 4888689.331, 539899.9592000004 4888656.327, 539883.5959999999 4888650.204500001, 539838.4671999998 4888643.2072, 539805.7255999995 4888644.295499999, 539774.3463000003 4888651.854499999, 539753.6880999999 4888666.246099999, 539742.2598000001 4888686.369200001, 539737.6808000002 4888700.4584, 539734.8487 4888706.659700001, 539730.3638000004 4888735.3959, 539728.2218000004 4888749.628900001, 539725.3207 4888756.848300001, 539726.0943999998 4888761.5318, 539725.3095000004 4888764.9902, 539720.6392999999 4888793.031300001, 539712.8208999997 4888840.279999999, 539722.1573000001 4888856.2346, 539726.3543999996 4888861.687100001, 539732.5899 4888862.774599999, 539760.5080000004 4888865.0853, 539768.3591 4888865.334899999, 539819.5773 4888884.208000001, 539824.5877 4888892.653200001, 539825.5698999995 4888931.9756, 539827.551 4888935.637499999, 539834.5509000001 4888946.7926, 539838.6500000004 4888953.0679, 539848.7540999996 4888959.3829, 539869.5894999998 4889001.9671, 539868.5625 4889009.5001, 539870.8191 4889017.860400001, 539872.1265000002 4889025.4538, 539858.4143000003 4889036.4178, 539854.0658 4889049.3301, 539853.4796000002 4889059.545700001, 539857.25 4889072, 539860.8897000002 4889077.1384, 540183.0169000002 4889107.1391, 540197.8287000004 4889108.4815, 540245.5867999997 4889112.7435, 540907.2921000002 4889176.6295, 540911.5481000002 4889129.8136, 540915.8039999995 4889086.1896, 540918.3575999998 4889056.8233, 540916.5455999998 4889037.6163, 540914.1015999997 4889011.7097, 540911.9736000001 4888999.1545, 540912.4968999997 4888992.4407, 540913.0839 4888984.9088, 540918.9126000004 4888950.9287, 540926.9736000001 4888922.033299999, 540932.6782999998 4888892.765799999, 540935.0345999999 4888874.2875, 540937.5148999998 4888861.638, 540943.8395999996 4888837.827199999, 540949.852 4888824.233100001, 540955.5976 4888811.2523, 540960.9176000003 4888800.825099999, 540962.8139000004 4888790.329500001, 540965.7903000005 4888778.9201, 540968.3656000001 4888759.5419, 540969.8552000001 4888746.348300001, 540966.8760000002 4888740.177100001, 540959.4280000003 4888737.410800001, 540951.5543999998 4888735.4956, 540943.8936000001 4888733.1548, 540934.3175999997 4888730.813999999, 540925.8055999996 4888728.260399999, 540917.5064000003 4888723.153200001, 540905.1640999997 4888711.8748, 540904.1001000004 4888706.9804))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2004,,58.49485259,5303,Easement,,2040,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,3,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,West Point,Matinicus Island - West Point (Ross),Contact landowner for additional information,,,,0,"POLYGON ((508380.0965999998 4857839.9175, 508414.8139000004 4857749.395, 508450.6469000001 4857761.339299999, 508616.9638999999 4857310.105900001, 508639.8882999998 4857174.469900001, 508147.7301000003 4857181.579600001, 508030.0263 4857182.909700001, 508014.8331000004 4857353.5274, 508195.5516999997 4857468.1425, 508198.4496999998 4857470.5766, 508128.0653999997 4857557.197000001, 508141.6886 4857584.356699999, 508173.3805 4857604.4805, 508219.6078000003 4857615.7644, 508242.9863999998 4857628.1972, 508290.2912999997 4857646.3303, 508349.5126999998 4857688.3584, 508373.6387 4857734.387, 508377.7417000001 4857758.3127, 508382.9710999997 4857797.1174, 508374.0120000001 4857824.909700001, 508380.0965999998 4857839.9175))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2004,,11.84569085,5177,Easement,,2024,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,3,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,West Point Overlook,Matinicus Island - West Point Overlook,Contact landowner for additional information,,,,0,"POLYGON ((508014.8331000004 4857353.5274, 508030.0263 4857182.909700001, 507981.2944999998 4857179.8028, 507976.7072000001 4857180.0649, 507940.6734999996 4857184.3542, 507929.5992999999 4857184.3541, 507929.2911999999 4857197.1503, 507928.8722999999 4857210.6306, 507926.8020000001 4857225.205, 507930.9512 4857240.319700001, 507926.3487999998 4857250.920499999, 507928.1467000004 4857255.430600001, 507924.9398999996 4857267.020300001, 507923.4912999999 4857276.6291, 507919.3570999997 4857284.3542, 507910.0269999998 4857293.1416, 507905.1283999998 4857304.7938, 507889.5442000004 4857316.354, 507863.2090999996 4857322.2305, 507850.3746999996 4857319.6984, 507837.3876999998 4857329.0239, 507843.2361000003 4857344.692399999, 507866.8608999997 4857358.6998, 507881.5517999995 4857363.546399999, 507878.6686000004 4857370.0133, 507875.5177999996 4857378.442600001, 507888.0448000003 4857381.1646, 507891.8432 4857392.073100001, 507899.5418999996 4857401.9981, 507929.3894999996 4857413.4301, 507972.9519999996 4857439.3825, 507998.7629000004 4857459.3552, 508031.1383999996 4857470.5516, 508042.7803999996 4857475.0208, 508069.8240999999 4857503.0305, 508085.5564999999 4857526.9255, 508100.7248999998 4857542.623, 508128.0653999997 4857557.197000001, 508198.4496999998 4857470.5766, 508195.5516999997 4857468.1425, 508014.8331000004 4857353.5274))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2005,,11.04847503,5183,Easement,,2206,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,3,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,West Point South,West Point South,Contact landowner for additional information,,,,0,"POLYGON ((507976.7072000001 4857180.0649, 507981.2944999998 4857179.8028, 508147.7301000003 4857181.579600001, 508239.8129000003 4856972.581599999, 508161.2040999997 4856943.384099999, 508122.1047 4856936.2809, 508101.0760000004 4856931.7653, 508083.2189999996 4856934.4462, 508071.8421999998 4856943.619000001, 508075.0783000002 4856967.5056, 508070.8529000003 4856987.078600001, 508067.1708000004 4856995.4047, 508054.4519999996 4856997.302100001, 508049.1984999999 4857007.1533, 508031.6019000001 4857027.5251, 508041.1924999999 4857031.5691, 508043.8490000004 4857037.4158, 508030.4864999996 4857040.2897, 508031.0568000004 4857049.397399999, 508039.0739000002 4857061.229499999, 508026.0355000002 4857069.712099999, 508007.9101999998 4857072.3364, 507991.2275 4857080.4155, 507969.9263000004 4857085.7433, 507956.0595000004 4857098.956900001, 507952.4479999999 4857106.032400001, 507964.5990000004 4857114.6218, 507954.7040999997 4857125.7667, 507957.2633999996 4857132.3543, 507964.8564999998 4857132.9208, 507966.6414000001 4857135.776699999, 507951.9709000001 4857141.262399999, 507943.3455999997 4857156.750700001, 507931.8265000004 4857166.240499999, 507943.9873000002 4857181.5123, 507976.7072000001 4857180.0649))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2006,,2.82708397,5031,Fee,,2256,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,2,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Western Bar Island,Western Bar Island,Contact landowner for additional information,,,,0,"POLYGON ((522668.6875 4901750, 522668.625 4901767, 522675.9062999999 4901775, 522683.8125 4901776.5, 522694.7812999999 4901783, 522757.5312999999 4901788, 522767.3125 4901784.5, 522802.1875 4901751, 522824.1875 4901737, 522825.4375 4901729.5, 522834.0312999999 4901715.5, 522838.3437999999 4901698.5, 522839.0312999999 4901681.5, 522836.625 4901671, 522833 4901666.5, 522827.5 4901666.5, 522812.2187999999 4901678, 522793.9062999999 4901688, 522781.0625 4901693, 522768.875 4901693, 522746.3437999999 4901685, 522734.7187999999 4901697, 522735.2812999999 4901708.5, 522726.7187999999 4901716.5, 522697.4062999999 4901732, 522668.6875 4901750))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,1988,,0.0555716,4998,Fee,,1528,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,2,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Western Head Preserve,Western Head Preserve,Contact landowner for additional information,,,,0,"POLYGON ((642993.8125 4944988, 642995.625 4944993.5, 642995 4944998, 642996.75 4945004.5, 643000.4375 4945006, 643005.3125 4945002, 643010.1875 4944994, 643011.4375 4944988.5, 643004.75 4944987, 642999.8244000003 4944987.4504, 642993.8125 4944988))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,1988,,0.01542478,4999,Fee,,1528,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,2,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Western Head Preserve,Western Head Preserve,Contact landowner for additional information,,,,0,"POLYGON ((643009.6875 4944972.5, 643009.625 4944979.5, 643012.6875 4944980, 643015.75 4944978.5, 643018.1875 4944973, 643014.5625 4944969.5, 643009.6875 4944972.5))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,1988,,0.03763724,5000,Fee,,1528,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,2,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Western Head Preserve,Western Head Preserve,Contact landowner for additional information,,,,0,"POLYGON ((642808.125 4944861.5, 642812.375 4944855.5, 642812.4375 4944851, 642808.1875 4944850.5, 642801.5 4944850.5, 642798.4375 4944853.5, 642797.8125 4944858, 642798.375 4944861.5, 642804.4375 4944864.5, 642808.125 4944861.5))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
